chembl_compound_id,canonical_smiles,np_likeness (NP-Scout),macrocyclic_label
CHEMBL233561,CC(C)[C@H]1NC(=O)[C@@H](Cc2ccc(Cl)cc2)NCCOc3ccccc3CCCNC(=O)[C@H](CN(C)C)NC1=O,0.25,macrocyclic
CHEMBL391045,CC(C)[C@H]1NC(=O)[C@@H](Cc2ccc(Cl)cc2)NCCOc3ccccc3CCCNC(=O)[C@H](CN)NC1=O,0.3,macrocyclic
CHEMBL232154,CC(C)[C@H]1NC(=O)[C@@H](Cc2ccc(Cl)cc2)NCCOc3ccccc3CCCNC(=O)[C@H](CNC(=N)N)NC1=O,0.47,macrocyclic
CHEMBL232359,CC(C)[C@H]1NC(=O)[C@@H](Cc2ccc(Cl)cc2)NCCOc3ccccc3CCCNC(=O)[C@H](CNC(=O)N)NC1=O,0.26,macrocyclic
CHEMBL4062559,CC(C)[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]3CCCN3C(=O)[C@H](Cc4ccc5ccccc5c4)NC(=O)[C@H](CCCNC(=N)N)N(C)C1=O,0.94,macrocyclic
CHEMBL441697,CC(C)[C@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NCCOc3ccccc3\C=C\CNC(=O)[C@H](CC(=O)O)NC1=O,0.81,macrocyclic
CHEMBL214508,CC(C)[C@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NCCOc3ccccc3\C=C\CNC(=O)[C@H](CCCCN)NC1=O,0.87,macrocyclic
CHEMBL391524,CC(C)[C@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NCCOc3ccccc3\C=C\CNC(=O)[C@H](CCCN)NC1=O,0.87,macrocyclic
CHEMBL386036,CC(C)[C@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NCCOc3ccccc3\C=C\CNC(=O)[C@H](CO)NC1=O,0.89,macrocyclic
CHEMBL437326,CC(C)[C@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NCCOc3ccccc3\C=C\CNC(=O)[C@H](Cc4ccccc4)NC1=O,0.78,macrocyclic
CHEMBL232342,CC(C)[C@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NCCOc3ccccc3CCCNC(=O)[C@H](CCN)NC1=O,0.8,macrocyclic
CHEMBL393112,CC(C)[C@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NCCOc3ccccc3CCCNC(=O)[C@H](CN)NC1=O,0.8,macrocyclic
CHEMBL274876,CC(C)[C@H]1NC(=O)[C@@H](Cc2cccc(c2)C(F)(F)F)NCCOc3ccccc3CCCNC(=O)[C@H](CN)NC1=O,0.22,macrocyclic
CHEMBL393315,CC(C)[C@H]1NC(=O)[C@@H](Cc2cccc(c2)C(F)(F)F)NCCOc3ccccc3CCCNC(=O)[C@H](CN4CCCC4)NC1=O,0.12,macrocyclic
CHEMBL396413,CC(C)[C@H]1NC(=O)[C@@H](Cc2cccc(c2)C(F)(F)F)NCCOc3ccccc3CCCNC(=O)[C@H](CNC(=N)N)NC1=O,0.42,macrocyclic
CHEMBL231744,CC(C)[C@H]1NC(=O)[C@@H](Cc2cccc(c2)C(F)(F)F)NCCOc3ccccc3CCCNC(=O)[C@H](CNc4ncccn4)NC1=O,0.09,macrocyclic
CHEMBL234810,CC(C)[C@H]1NC(=O)[C@@H](Cc2cccc(Cl)c2)NCCOc3ccccc3CCCNC(=O)[C@H](CCC(=N)N)NC1=O,0.34,macrocyclic
CHEMBL411409,CC(C)[C@H]1NC(=O)[C@@H](Cc2cccc(Cl)c2)NCCOc3ccccc3CCCNC(=O)[C@H](CCNC(=N)N)NC1=O,0.41,macrocyclic
CHEMBL400635,CC(C)[C@H]1NC(=O)[C@@H](Cc2cccc(Cl)c2)NCCOc3ccccc3CCCNC(=O)[C@H](CN(C)C)NC1=O,0.25,macrocyclic
CHEMBL393541,CC(C)[C@H]1NC(=O)[C@@H](Cc2cccc(Cl)c2)NCCOc3ccccc3CCCNC(=O)[C@H](CN)NC1=O,0.3,macrocyclic
CHEMBL392553,CC(C)[C@H]1NC(=O)[C@@H](Cc2cccc(Cl)c2)NCCOc3ccccc3CCCNC(=O)[C@H](CNC(=N)N)NC1=O,0.47,macrocyclic
CHEMBL411408,CC(C)[C@H]1NC(=O)[C@@H](Cc2cccc(Cl)c2)NCCOc3ccccc3CCCNC(=O)[C@H](CN\C(=N\C#N)\N)NC1=O,0.47,macrocyclic
CHEMBL277329,CC(C)[C@H]1NC(=O)[C@@H](Cc2cccc(Cl)c2)NCCOc3ccccc3CCCNC(=O)[C@H](CNC4=NCCCN4)NC1=O,0.25,macrocyclic
CHEMBL409410,CC(C)[C@H]1NC(=O)[C@@H](Cc2cccc(Cl)c2)NCCOc3ccccc3CCCNC(=O)[C@H](CNC4=NCCN4)NC1=O,0.38,macrocyclic
CHEMBL393842,CC(C)[C@H]1NC(=O)[C@@H](Cc2cccc(Cl)c2)NCCOc3ccccc3CCCNC(=O)[C@H](CNc4nccs4)NC1=O,0.1,macrocyclic
CHEMBL392657,CC(C)[C@H]1NC(=O)[C@@H](Cc2cccc(Cl)c2)NCCOc3ccccc3CCCNC(=O)[C@H](Cn4cccn4)NC1=O,0.04,macrocyclic
CHEMBL393439,CC(C)[C@H]1NC(=O)[C@@H](Cc2cccc(Cl)c2)NCCOc3ccccc3CCCNC(=O)[C@H](Cn4ccnc4)NC1=O,0.2,macrocyclic
CHEMBL234191,CC(C)[C@H]1NC(=O)[C@@H](Cc2cccc(F)c2)NCCOc3ccccc3CCCNC(=O)[C@H](Cc4cscn4)NC1=O,0.15,macrocyclic
CHEMBL379056,CC(C)[C@@H]1NC(=O)[C@](Cc2ccccc2)(NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O)C(F)(F)F,0.59,macrocyclic
CHEMBL321332,CC(C)[C@H]1NC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O,0.92,macrocyclic
CHEMBL474038,CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)C(C)C)[C@H](C)[C@@H](C)O,0.99,macrocyclic
CHEMBL103089,CC(C)[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CC(=O)O)N(C)C(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O,0.89,macrocyclic
CHEMBL105553,CC(C)[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CC(=O)O)NC(=O)CN(C)C(=O)[C@H](CCCN=C(N)N)NC1=O,0.84,macrocyclic
CHEMBL431829,CC(C)[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)N(C)C1=O,0.92,macrocyclic
CHEMBL411941,CC(C)[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O,0.96,macrocyclic
CHEMBL317887,CC(C)[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O.OC(=O)C(F)(F)F,0.96,macrocyclic
CHEMBL2372398,CC(C)[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)NNC(=O)[C@H](CCCN=C(N)N)NC1=O,0.64,macrocyclic
CHEMBL2372407,CC(C)[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)NNC(=O)[C@H](CCCN=C(N)N)NC1=O,0.64,macrocyclic
CHEMBL206344,CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](CCCN=C(N)N)NC1=O,0.96,macrocyclic
CHEMBL332531,CC(C)[C@H]1NC(=O)[C@@H](CCC\C=C/CCC[C@H](CO)NC1=O)NC(=O)OC(C)(C)C,0.26,macrocyclic
CHEMBL123004,CC(C)[C@H]1NC(=O)[C@@H](CCCCCCCC[C@H](CO)NC1=O)NC(=O)OC(C)(C)C,0.31,macrocyclic
CHEMBL3593413,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3cccc(CNC(=O)C[C@H](NC1=O)\C=C\CCS)n3,0.46,macrocyclic
CHEMBL3593409,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3cccc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)n3,0.65,macrocyclic
CHEMBL3593415,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3ccnc(CNC(=O)C[C@H](NC1=O)\C=C\CCS)c3,0.46,macrocyclic
CHEMBL3593411,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3ccnc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)c3,0.65,macrocyclic
CHEMBL2436595,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3coc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)n3,0.67,macrocyclic
CHEMBL4099942,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3csc(CNC(=O)C[C@H](OC1=O)\C=C\CCC(=O)NO)n3,0.79,macrocyclic
CHEMBL3593407,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3csc(CNC(=O)C[C@H](NC1=O)\C=C\CCS)n3,0.47,macrocyclic
CHEMBL1796689,CC(C)[C@H]1NC(=O)[C@]2(C)CSC(=N2)c3csc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)n3,0.67,macrocyclic
CHEMBL3593247,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3csc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)n3,0.67,macrocyclic
CHEMBL4078721,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3csc(CNC(=O)C[C@H](OC1=O)\C=C\CCSCCS)n3,0.68,macrocyclic
CHEMBL3329622,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3csc(CNC(=O)C[C@H](OC1=O)\C=C\CCSSC[C@H](NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)n3,0.62,macrocyclic
CHEMBL3769629,CC(C)[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H]3CCCN3C(=O)C[C@@H](NC1=O)C(=O)NCCCC(=O)NO,0.77,macrocyclic
CHEMBL3769491,CC(C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H]3CCCN3C(=O)C[C@H](NC1=O)C(=O)NCCCC(=O)NO,0.77,macrocyclic
CHEMBL63806,CC(C)[C@H]1NC(=O)\C=C/CCNC(=O)[C@@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](CCCN=C(N)N)N(C)C1=O,0.95,macrocyclic
CHEMBL2313363,CC(C)[C@H]1NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)C[C@@H]1O,0.98,macrocyclic
CHEMBL427766,CC(C)[C@H]1NC(=O)C\C=C/CNC(=O)[C@@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](CCCN=C(N)N)N(C)C1=O,0.96,macrocyclic
CHEMBL4082253,CC(C)[C@@H]1NC(=O)CCCC\C=C\C=C\CCOC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](Cc3cccc(O)c3)NC1=O,0.54,macrocyclic
CHEMBL288008,CC(C)[C@@H]1NC(=O)CCCCCOc2ccc(C[C@H](NC1=O)[C@H](O)CN(C3CCCC3)S(=O)(=O)c4ccc(N)cc4)cc2,0.15,macrocyclic
CHEMBL296992,CC(C)[C@@H]1NC(=O)CCCCCOc2ccc(C[C@H](NC1=O)[C@H](O)CN(CCCCCC(=O)O)S(=O)(=O)c3ccc(N)cc3)cc2,0.19,macrocyclic
CHEMBL297171,CC(C)[C@@H]1NC(=O)CCCCCOc2ccc(C[C@H](NC1=O)[C@H](O)CN(CCc3ccccc3)S(=O)(=O)c4ccc(N)cc4)cc2,0.16,macrocyclic
CHEMBL309675,CC(C)[C@@H]1NC(=O)CCCCCOc2ccc(C[C@@H](NC1=O)[C@H](O)CN3CCCC[C@H]3C(=O)NC(C)(C)C)cc2,0.22,macrocyclic
CHEMBL87772,CC(C)[C@@H]1NC(=O)CCCCOc2ccc(C[C@@H](NC1=O)[C@H](O)CN3CCCC[C@H]3C(=O)NC(C)(C)C)cc2,0.22,macrocyclic
CHEMBL59693,CC(C)[C@H]1NC(=O)CSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O)C(=O)O,0.9,macrocyclic
CHEMBL62623,CC(C)[C@@H]1NC(=O)CSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O)C(=O)O,0.9,macrocyclic
CHEMBL63535,CC(C)[C@@H]1NC(=O)Cc2csc(NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)N(C)C1=O)n2,0.7,macrocyclic
CHEMBL2323290,CC(C)[C@@H]1NC(=O)Cn2cc(nn2)c3csc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)n3,0.22,macrocyclic
CHEMBL2323286,CC(C)[C@@H]1NC(=O)Cn2nnc(n2)c3csc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)n3,0.22,macrocyclic
CHEMBL2323288,CC(C)[C@@H]1NC(=O)Cn2nnnc2c3csc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)n3,0.18,macrocyclic
CHEMBL431916,CC(C)[C@@H]1NC(=O)c2ccc(CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)N(C)C1=O)[nH]2,0.92,macrocyclic
CHEMBL291637,CC(C)[C@@H]1NC(=O)c2oc(CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)N(C)C1=O)cc2,0.92,macrocyclic
CHEMBL66922,CC(C)[C@@H]1NC(=O)c2ccc(CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)N(C)C1=O)s2,0.84,macrocyclic
CHEMBL65617,CC(C)[C@@H]1NC(=O)c2cccc(CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)N(C)C1=O)c2,0.92,macrocyclic
CHEMBL67131,CC(C)[C@@H]1NC(=O)c2cccc(CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)N(C)C1=O)c2F,0.64,macrocyclic
CHEMBL408663,CC(C)[C@@H]1NC(=O)c2cccc(CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)N(C)C1=O)n2,0.85,macrocyclic
CHEMBL3287006,CC(C)[C@@H]1NC(=O)c2csc(n2)c3csc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)n3,0.52,macrocyclic
CHEMBL3263844,CC(C)[C@@H]1NC(=O)c2csc(n2)[C@@H](NC(=O)c3csc(n3)[C@@H](NC(=O)c4csc1n4)C(C)C)C(C)C,0.43,macrocyclic
CHEMBL3969367,CC(C)[C@@H]1NCCOc2ccccc2\C=C/CNC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](C)N(C)C1=O,0.49,macrocyclic
CHEMBL3980873,CC(C)[C@@H]1NCCOc2ccccc2\C=C/CNC(=O)[C@H](Cc3ccccc3)NC(=O)C4(CC4)NC1=O,0.55,macrocyclic
CHEMBL3902856,CC(C)[C@@H]1NCCOc2ccccc2\C=C/CNC(=O)[C@H](Cc3ccccc3)NC(=O)C4(CCCC4)NC1=O,0.54,macrocyclic
CHEMBL3951110,CC(C)[C@@H]1NCCOc2ccccc2\C=C/CNC(=O)[C@H](Cc3ccccc3)NC(=O)C4(CCCCC4)NC1=O,0.53,macrocyclic
CHEMBL3913335,CC(C)[C@@H]1NCCOc2ccccc2\C=C/CNC(=O)[C@H](Cc3ccccc3)NC(=O)C4(CCOC4)NC1=O,0.65,macrocyclic
CHEMBL3910661,CC(C)[C@@H]1NCCOc2ccccc2\C=C/CNC(=O)[C@H](Cc3ccccc3)NC(=O)C4(CCOCC4)NC1=O,0.53,macrocyclic
CHEMBL3936957,CC(C)[C@@H]1NCCOc2ccccc2\C=C/CNC(=O)[C@H](Cc3ccccc3)NC(=O)C4(CCSCC4)NC1=O,0.5,macrocyclic
CHEMBL3934184,CC(C)[C@@H]1NCCOc2ccccc2\C=C/CNC(=O)[C@H](Cc3ccccc3)NC(=O)C4(Cc5ccccc5C4)NC1=O,0.53,macrocyclic
CHEMBL3981235,CC(C)[C@@H]1NCCOc2ccccc2CCCNC(=O)[C@H](Cc3ccccc3)NC(=O)C4(CC4)NC1=O,0.24,macrocyclic
CHEMBL3905987,CC(C)[C@@H]1NCCOc2ccccc2CCCNC(=O)[C@H](Cc3ccccc3)NC(=O)C4(CCCC4)NC1=O,0.22,macrocyclic
CHEMBL3934561,CC(C)[C@@H]1NCCOc2ccccc2CCCNC(=O)[C@@H](Cc3ccccc3)NC(=O)CN(C)C1=O,0.43,macrocyclic
CHEMBL469036,CC(C)[C@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](OC(=O)[C@H](C(C)C)N(C)C1=O)C(C)C)C(C)C,0.99,macrocyclic
CHEMBL3806032,CC(C)C[C@H](NC(=O)[C@@H]1Cc2ccc(Oc3cc(C[C@H](NC(=O)OCc4ccccc4)C(=O)N[C@@H](CC(C)C)C(=O)N1)ccc3[N+](=O)[O-])cc2)C=O,0.3,macrocyclic
CHEMBL281795,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@H]1Cc2cn(CCCCCCNC1=O)c3ccccc23,0.63,macrocyclic
CHEMBL282146,CC(C)C[C@H](CC(=O)O)C(=O)N[C@H]1Cc2cn(CCCCCCNC1=O)c3ccccc23,0.83,macrocyclic
CHEMBL30980,CC(C)C[C@H](CN(O)C=O)C(=O)N[C@H]1Cc2cn(CCCCCCNC1=O)c3ccccc23,0.58,macrocyclic
CHEMBL285112,CC(C)C[C@H](CS)C(=O)N[C@H]1Cc2cn(CCCCCCNC1=O)c3ccccc23,0.29,macrocyclic
CHEMBL182892,CC(C)C[C@H](NC(=O)[C@@H]1CC(=O)NC\C=C\CCCOC(=O)N[C@@H](C(C)C)C(=O)N1)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc2ccccc2,0.7,macrocyclic
CHEMBL362078,CC(C)C[C@H](NC(=O)[C@@H]1CC(=O)NC\C=C\CCOC(=O)N[C@@H](C(C)C)C(=O)N1)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc2ccccc2,0.7,macrocyclic
CHEMBL360361,CC(C)C[C@H](NC(=O)[C@@H]1CC(=O)NC\C=C\COC(=O)N[C@@H](C(C)C)C(=O)N1)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc2ccccc2,0.7,macrocyclic
CHEMBL362592,CC(C)C[C@H](NC(=O)[C@@H]1CC(=O)NCCCCCCOC(=O)N[C@@H](C(C)C)C(=O)N1)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc2ccccc2,0.54,macrocyclic
CHEMBL361977,CC(C)C[C@H](NC(=O)[C@@H]1CC(=O)NCCCCCOC(=O)N[C@@H](C(C)C)C(=O)N1)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc2ccccc2,0.54,macrocyclic
CHEMBL360362,CC(C)C[C@H](NC(=O)[C@@H]1CC(=O)NCCCCOC(=O)N[C@@H](C(C)C)C(=O)N1)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc2ccccc2,0.56,macrocyclic
CHEMBL88133,CC(C)C[C@@H]1[C@H](CCCOC(=O)NCCCC[C@H](NC1=O)C(=O)N[C@H](C)C(=O)N2CCOCC2)C(=O)NO,0.66,macrocyclic
CHEMBL91380,CC(C)C[C@@H]1[C@H](CCCOc2ccc(C[C@H](NC1=O)C(=O)NC(C)C)cc2)C(=O)NO,0.72,macrocyclic
CHEMBL419865,CC(C)C[C@@H]1[C@H](CCCOC(=O)NCCCC[C@H](NC1=O)C(=O)N[C@H](CO)C(=O)N2CCOCC2)C(=O)NO,0.69,macrocyclic
CHEMBL2114232,CC(C)C[C@@H]1[C@H](CCCOC(=O)NCCCC[C@H](NC1=O)C(=O)N[C@@H]2[C@H](O)Cc3ccccc23)C(=O)NO,0.52,macrocyclic
CHEMBL2115226,CC(C)C[C@@H]1[C@H](CCCOC(=O)NCCCC[C@H](NC1=O)C(=O)N[C@H]2[C@@H](O)Cc3ccccc23)C(=O)NO,0.52,macrocyclic
CHEMBL330249,CC(C)C[C@@H]1[C@H](CCCOC(=O)N(C)CCCC[C@H](NC1=O)C(=O)NCC(=O)N(C)C)C(=O)NO,0.69,macrocyclic
CHEMBL92535,CC(C)C[C@@H]1[C@H](CCCOc2ccc(C[C@H](NC1=O)C(=O)NCC(=O)N(C)C)cc2)C(=O)NO,0.68,macrocyclic
CHEMBL88906,CC(C)C[C@@H]1[C@H](CCCOC(=O)NCCCC[C@H](NC1=O)C(=O)NCC(=O)N2CCC(CC2)C(=O)O)C(=O)NO,0.62,macrocyclic
CHEMBL315393,CC(C)C[C@@H]1[C@H](CCCOC(=O)NCCCC[C@H](NC1=O)C(=O)NCC(=O)N2CCC(CC2)N3CCCCC3)C(=O)NO,0.47,macrocyclic
CHEMBL327831,CC(C)C[C@@H]1[C@H](CCCOC(=O)N(C)CCCC[C@H](NC1=O)C(=O)NCC(=O)N2CCC(O)CC2)C(=O)NO,0.69,macrocyclic
CHEMBL89045,CC(C)C[C@@H]1[C@H](CCCOC(=O)NCCCC[C@H](NC1=O)C(=O)NCC(=O)N2CCC(O)CC2)C(=O)NO,0.59,macrocyclic
CHEMBL315721,CC(C)C[C@@H]1[C@H](CCCOc2ccc(C[C@H](NC1=O)C(=O)NCC(=O)N3CCC(O)CC3)cc2)C(=O)NO,0.51,macrocyclic
CHEMBL88373,CC(C)C[C@@H]1[C@H](CCCOc2ccc(C[C@H](NC1=O)C(=O)NCC(=O)N3CCCC(C)(C)C3)cc2)C(=O)NO,0.58,macrocyclic
CHEMBL91990,CC(C)C[C@@H]1[C@H](CCCOC(=O)N(C)CCCC[C@H](NC1=O)C(=O)NCC(=O)N2CCCC2)C(=O)NO,0.68,macrocyclic
CHEMBL88342,CC(C)C[C@@H]1[C@H](CCCOc2ccc(C[C@H](NC1=O)C(=O)NCC(=O)N3CCCCC3)cc2)C(=O)NO,0.54,macrocyclic
CHEMBL431008,CC(C)C[C@@H]1[C@H](CCCOC(=O)N(C)CCCC[C@H](NC1=O)C(=O)NCC(=O)N2CCN(C)CC2)C(=O)NO,0.68,macrocyclic
CHEMBL315276,CC(C)C[C@@H]1[C@H](CCCOC(=O)NCCCC[C@H](NC1=O)C(=O)NCC(=O)N2CCN(C)CC2)C(=O)NO,0.65,macrocyclic
CHEMBL313082,CC(C)C[C@@H]1[C@H](CCCOC(=O)NCCCC[C@H](NC1=O)C(=O)NCC(=O)N2CCN(CC2)c3ccccc3)C(=O)NO,0.39,macrocyclic
CHEMBL90727,CC(C)C[C@@H]1[C@H](CCCOC(=O)NCCCC[C@H](NC1=O)C(=O)NCC(=O)N2CCN(CC2)c3ccccn3)C(=O)NO,0.39,macrocyclic
CHEMBL89034,CC(C)C[C@@H]1[C@H](CCCOC(=O)N(C)CCCC[C@H](NC1=O)C(=O)NCC(=O)N2CCOCC2)C(=O)NO,0.68,macrocyclic
CHEMBL91636,CC(C)C[C@@H]1[C@H](CCCOC(=O)NCCCC[C@H](NC1=O)C(=O)NCC(=O)N2CCOCC2)C(=O)NO,0.62,macrocyclic
CHEMBL89335,CC(C)C[C@@H]1[C@H](CCCOc2ccc(C[C@H](NC1=O)C(=O)NCC(=O)NC(C)(C)C)cc2)C(=O)NO,0.64,macrocyclic
CHEMBL315318,CC(C)C[C@@H]1[C@H](CCCOc2ccc(C[C@H](NC1=O)C(=O)NCC(=O)NC3CCC3)cc2)C(=O)NO,0.56,macrocyclic
CHEMBL92546,CC(C)C[C@@H]1[C@H](CCCOc2ccc(C[C@H](NC1=O)C(=O)NCC(=O)NCC(F)(F)F)cc2)C(=O)NO,0.47,macrocyclic
CHEMBL90262,CC(C)C[C@@H]1[C@H](CCCOc2ccc(C[C@H](NC1=O)C(=O)NCC(=O)Nc3ccc(F)cc3F)cc2)C(=O)NO,0.34,macrocyclic
CHEMBL330468,CC(C)C[C@@H]1[C@H](CCCOc2ccc(C[C@H](NC1=O)C(=O)NCC(=O)Nc3cccc4c3Cc5ccccc45)cc2)C(=O)NO,0.49,macrocyclic
CHEMBL88979,CC(C)C[C@@H]1[C@H](CCCOc2ccc(C[C@H](NC1=O)C(=O)NCC(=O)Nc3ccccc3)cc2)C(=O)NO,0.52,macrocyclic
CHEMBL330723,CC(C)C[C@@H]1[C@H](CCCOC(=O)N(C)CCCC[C@H](NC1=O)C(=O)NCC(=O)Nc2ccccn2)C(=O)NO,0.43,macrocyclic
CHEMBL90499,CC(C)C[C@@H]1[C@H](CCCOC(=O)NCCCC[C@H](NC1=O)C(=O)NCC(F)(F)F)C(=O)NO,0.55,macrocyclic
CHEMBL314427,CC(C)C[C@@H]1[C@H](CCCOc2ccc(C[C@H](NC1=O)C(=O)NCC(F)(F)F)cc2)C(=O)NO,0.47,macrocyclic
CHEMBL89137,CC(C)C[C@@H]1[C@H](CCCOC(=O)NCCCC[C@H](NC1=O)C(=O)NC[C@@H]2CCCO2)C(=O)NO,0.7,macrocyclic
CHEMBL313519,CC(C)C[C@@H]1[C@H](CCCOC(=O)NCCCC[C@H](NC1=O)C(=O)NC[C@H]2CCCO2)C(=O)NO,0.7,macrocyclic
CHEMBL86542,CC(C)C[C@@H]1[C@H](CCCOC(=O)NCCCC[C@H](NC1=O)C(=O)NCCC(=O)N2CCOCC2)C(=O)NO,0.61,macrocyclic
CHEMBL303298,CC(C)C[C@@H]1[C@H](CCCCOc2ccc(C[C@H](NC1=O)C(=O)NCCN(C)C)cc2)C(=O)NO,0.66,macrocyclic
CHEMBL88651,CC(C)C[C@@H]1[C@H](CCCOC(=O)NCCCC[C@H](NC1=O)C(=O)NCCc2c[nH]c3ccc(F)cc23)C(=O)NO,0.54,macrocyclic
CHEMBL91317,CC(C)C[C@@H]1[C@H](CCCOc2ccc(C[C@H](NC1=O)C(=O)NCCc3ccc(cc3)S(=O)(=O)N)cc2)C(=O)NO,0.31,macrocyclic
CHEMBL66532,CC(C)C[C@@H]1[C@H](CCCCOc2ccc(C[C@H](NC1=O)C(=O)NCCc3ccc(cc3)S(=O)(=O)N)cc2)C(=O)NO,0.28,macrocyclic
CHEMBL330513,CC(C)C[C@@H]1[C@H](CCCOC(=O)NCCCC[C@H](NC1=O)C(=O)NCCc2ccccc2O)C(=O)NO,0.58,macrocyclic
CHEMBL313936,CC(C)C[C@@H]1[C@H](CCCOC(=O)NCCCC[C@H](NC1=O)C(=O)NCCc2ccccn2)C(=O)NO,0.5,macrocyclic
CHEMBL89947,CC(C)C[C@@H]1[C@H](CCCOC(=O)NCCCC[C@H](NC1=O)C(=O)NCc2ccccc2)C(=O)NO,0.61,macrocyclic
